cond,utt_id,speaker,wer,sub,del,ins,cer,hyp
indextts,4992-41806-0009,4992,0.0,0.0,0.0,0.0,0.0,exclaimed Bill Harmon to his wife as they went through the lighted hall.
cosyvoice3,4992-41806-0009,4992,0.0,0.0,0.0,0.0,0.0,exclaimed Bill Harmon to his wife as they went through the lighted hall.
real,4992-41797-0017,4992,0.0,0.0,0.0,0.0,0.0,he wouldn't search so don't worry replied cyril quietly and the two looked at each other and knew that it was so
f5tts,4992-41797-0017,4992,0.0,0.0,0.0,0.0,0.0,"He wouldn't search, so don't worry, replied Cyril quietly, and the two looked at each other and knew that it was so."
xtts,4992-41797-0017,4992,0.0,0.0,0.0,0.0,0.0,"He wouldn't search so.  Don't worry, replied Cyril quietly,  and the two looked at each other and knew that it was so."
chatterbox,4992-41797-0017,4992,0.0,0.0,0.0,0.0,0.0,he wouldn't search so don't worry replied cyril quietly and the two looked at each other and knew that it was so
indextts,4992-41797-0017,4992,0.0,0.0,0.0,0.0,0.0,"He wouldn't search so.  Don't worry, replied Cyril quietly,  and the two looked at each other and knew that it was so."
cosyvoice3,4992-41797-0017,4992,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0357142857142857,"He wouldn't search, so don't worry, replied Zero quietly,  and the two looked at each other and knew that it was so."
real,6930-81414-0012,6930,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1206896551724138,said another voice which i recognized as voltaire's
f5tts,6930-81414-0012,6930,0.0,0.0,0.0,0.0,0.0,"said another voice, which I recognized as Voltaire's kaffar."
xtts,6930-81414-0012,6930,0.0,0.0,0.0,0.0,0.0,said another voice which I recognized as Voltaire's kaffar.
chatterbox,6930-81414-0012,6930,0.0,0.0,0.0,0.0,0.0,"Said another voice, which I recognized as Voltaire's Kaffar."
indextts,6930-81414-0012,6930,0.0,0.0,0.0,0.0,0.0,said another voice which I recognized as Voltaire's kaffar.
cosyvoice3,6930-81414-0012,6930,0.0,0.0,0.0,0.0,0.0,said another voice which i recognized as voltaire's kaffar
real,6930-81414-0003,6930,0.0,0.0,0.0,0.0,0.0,No sound broke the stillness of the night.
f5tts,6930-81414-0003,6930,0.0,0.0,0.0,0.0,0.0,no sound broke the stillness of the night
xtts,6930-81414-0003,6930,0.0,0.0,0.0,0.0,0.0,No sound broke the stillness of the night.
chatterbox,6930-81414-0003,6930,0.0,0.0,0.0,0.0,0.0,No sound broke the stillness of the night.
indextts,6930-81414-0003,6930,0.0,0.0,0.0,0.0,0.0,No sound broke the stillness of the night.
cosyvoice3,6930-81414-0003,6930,0.0,0.0,0.0,0.0,0.0,no sound broke the stillness of the night
real,6930-75918-0010,6930,0.0,0.0,0.0,0.0,0.0,I can perceive love clearly enough.
f5tts,6930-75918-0010,6930,0.0,0.0,0.0,0.0,0.0,I can perceive love clearly enough.
xtts,6930-75918-0010,6930,0.0,0.0,0.0,0.0,0.0,I can perceive love clearly enough.
chatterbox,6930-75918-0010,6930,0.0,0.0,0.0,0.0,0.0,I can perceive love clearly enough.
indextts,6930-75918-0010,6930,0.0,0.0,0.0,0.0,0.0,I can perceive love clearly enough.
cosyvoice3,6930-75918-0010,6930,0.0,0.0,0.0,0.0,0.0,I can perceive love clearly enough.
real,6930-76324-0023,6930,0.0,0.0,0.0,0.0,0.0,and my pocket money is getting low again and you haven't any left as usual
f5tts,6930-76324-0023,6930,0.0,0.0,0.0,0.0,0.0,"And my pocket money is getting low again, and you haven't any left as usual."
xtts,6930-76324-0023,6930,0.3333333333333333,0.2666666666666666,0.0666666666666666,0.0,0.1486486486486486,"Then I pocket money is getting low again, and you haven't any less disusual."
chatterbox,6930-76324-0023,6930,0.0,0.0,0.0,0.0,0.0,And my pocket money is getting low again and you haven't any left as usual.
indextts,6930-76324-0023,6930,0.0,0.0,0.0,0.0,0.0,and my pocket money is getting low again and you haven't any left as usual
cosyvoice3,6930-76324-0023,6930,0.0,0.0,0.0,0.0,0.0,and my pocket money is getting low again and you haven't any left as usual
real,6930-76324-0012,6930,0.0,0.0,0.0,0.0,0.0,We'll come in here this afternoon with old clothes on and have a regular house cleaning.
f5tts,6930-76324-0012,6930,0.0,0.0,0.0,0.0,0.0,We'll come in here this afternoon with old clothes on and have a regular house cleaning
xtts,6930-76324-0012,6930,0.0,0.0,0.0,0.0,0.0,We'll come in here this afternoon with old clothes on and have a regular house cleaning.
chatterbox,6930-76324-0012,6930,0.0,0.0,0.0,0.0,0.0,We'll come in here this afternoon with old clothes on and have a regular house cleaning.
indextts,6930-76324-0012,6930,0.0,0.0,0.0,0.0,0.0,We'll come in here this afternoon with old clothes on and have a regular house cleaning.
cosyvoice3,6930-76324-0012,6930,0.0,0.0,0.0,0.0,0.0,We'll come in here this afternoon with old clothes on and have a regular house cleaning.
real,6930-75918-0007,6930,0.0,0.0,0.0,0.0,0.0,you will be frank with me i always am
f5tts,6930-75918-0007,6930,0.0,0.0,0.0,0.0,0.0,"You will be frank with me, I always am."
xtts,6930-75918-0007,6930,0.0,0.0,0.0,0.0,0.0,"You will be frank with me, I always am."
chatterbox,6930-75918-0007,6930,0.0,0.0,0.0,0.0,0.0,You will be frank with me. I always am.
indextts,6930-75918-0007,6930,0.0,0.0,0.0,0.0,0.0,"You will be frank with me, I always am."
cosyvoice3,6930-75918-0007,6930,0.0,0.0,0.0,0.0,0.0,you will be frank with me i always am
real,6930-75918-0017,6930,0.0,0.0,0.0,0.0,0.0,but in this friendly pressure raoul could detect the nervous agitation of a great internal conflict
f5tts,6930-75918-0017,6930,0.0625,0.0625,0.0,0.0,0.0303030303030303,but in this friendly pressure row could detect the nervous agitation of a great internal conflict
xtts,6930-75918-0017,6930,0.0,0.0,0.0,0.0,0.0,but in this friendly pressure Raoul could detect the nervous agitation of a great internal conflict.
chatterbox,6930-75918-0017,6930,0.0625,0.0625,0.0,0.0,0.0101010101010101,"But in this friendly pressure, Raul could detect the nervous agitation of a great internal conflict."
indextts,6930-75918-0017,6930,0.0,0.0,0.0,0.0,0.0,But in this friendly pressure Raoul could detect the nervous agitation of a great internal conflict.
cosyvoice3,6930-75918-0017,6930,0.0,0.0,0.0,0.0,0.0,but in this friendly pressure raoul could detect the nervous agitation of a great internal conflict
real,6930-81414-0019,6930,0.0,0.0,0.0,0.0,0.0,voltaire picked up something from the ground and looked at it
f5tts,6930-81414-0019,6930,0.0,0.0,0.0,0.0,0.0,Voltaire picked up something from the ground and looked at it
xtts,6930-81414-0019,6930,0.0,0.0,0.0,0.0,0.0,Voltaire picked up something from the ground and looked at it.
chatterbox,6930-81414-0019,6930,0.0,0.0,0.0,0.0,0.0,Voltaire picked up something from the ground and looked at it.
indextts,6930-81414-0019,6930,0.0,0.0,0.0,0.0,0.0,Voltaire picked up something from the ground and looked at it.
cosyvoice3,6930-81414-0019,6930,0.0,0.0,0.0,0.0,0.0,Voltaire picked up something from the ground and looked at it.
real,6930-76324-0008,6930,0.0,0.0,0.0,0.0,0.0,"I thought we were stumped again when I first saw that picture, but it's been of some use after all."
f5tts,6930-76324-0008,6930,0.0,0.0,0.0,0.0,0.0,i thought we were stumped again when i first saw that picture but it's been of some use after all
xtts,6930-76324-0008,6930,0.0,0.0,0.0,0.0,0.0,"I thought we were stumped again when I first saw that picture, but it's been of some use  after all."
chatterbox,6930-76324-0008,6930,0.0,0.0,0.0,0.0,0.0,"I thought we were stumped again when I first saw that picture, but it's been of some use after all."
indextts,6930-76324-0008,6930,0.1,0.05,0.0,0.05,0.0309278350515463,i thought we were stumped again when i first saw that picture but it has been of some use after all
cosyvoice3,6930-76324-0008,6930,0.0,0.0,0.0,0.0,0.0,"I thought we were stumped again when I first saw that picture, but it's been of some use after all."
real,6930-76324-0016,6930,0.0,0.0,0.0,0.0,0.0,the lure proved too much for him and he came sporting after it as friskily as a young kitten much to cynthia's delight when she caught sight of him
f5tts,6930-76324-0016,6930,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0272108843537414,the lure proved too much for him and he came sporting after it as friskily as a young kitten much to cynthia's delight when she caught sight of him  you
xtts,6930-76324-0016,6930,0.0,0.0,0.0,0.0,0.0,"The lure proved too much for him, and he came sporting after it, as friskily as a young kitten,  much to Cynthia's delight when she caught sight of him."
chatterbox,6930-76324-0016,6930,0.0,0.0,0.0,0.0,0.0,"The lure proved too much for him, and he came sporting after it as friskily as a young kitten,  much to Cynthia's delight when she caught sight of him."
indextts,6930-76324-0016,6930,0.0,0.0,0.0,0.0,0.0,"The lure proved too much for him, and he came sporting after it as friskily as a young kitten,  much to Cynthia's delight when she caught sight of him."
cosyvoice3,6930-76324-0016,6930,0.0,0.0,0.0,0.0,0.0,the lure proved too much for him and he came sporting after it as friskily as a young kitten much to cynthia's delight when she caught sight of him
real,3575-170457-0056,3575,0.0,0.0,0.0,0.0,0.0,I doubt whether Branwell was maintaining himself at this time.
f5tts,3575-170457-0056,3575,0.0,0.0,0.0,0.0,0.0,I doubt whether Branwell was maintaining himself at this time.
xtts,3575-170457-0056,3575,0.0,0.0,0.0,0.0,0.0,I doubt whether Branwell was maintaining himself at this time.
chatterbox,3575-170457-0056,3575,0.0,0.0,0.0,0.0,0.0,I doubt whether Branwell was maintaining himself at this time.
indextts,3575-170457-0056,3575,0.0,0.0,0.0,0.0,0.0,I doubt whether Branwell was maintaining himself at this time.
cosyvoice3,3575-170457-0056,3575,0.0,0.0,0.0,0.0,0.0,I doubt whether Branwell was maintaining himself at this time.
real,3575-170457-0012,3575,0.0,0.0,0.0,0.0,0.0,You will say that a woman has no need of such a caution.  There can be no peril in it for her.
f5tts,3575-170457-0012,3575,0.0,0.0,0.0,0.0,0.0,You will say that a woman has no need of such a caution there can be no peril in it for her
xtts,3575-170457-0012,3575,0.0,0.0,0.0,0.0,0.0,You will say that a woman has no need of such a caution.  There can be no peril in it for her.
chatterbox,3575-170457-0012,3575,0.0,0.0,0.0,0.0,0.0,You will say that a woman has no need of such a caution. There can be no peril in it for her.
indextts,3575-170457-0012,3575,0.0,0.0,0.0,0.0,0.0,"You will say that a woman has no need of such a caution, there can be no peril in it for her."
cosyvoice3,3575-170457-0012,3575,0.0,0.0,0.0,0.0,0.0,You will say that a woman has no need of such a caution.  There can be no peril in it for her.
real,3575-170457-0040,3575,0.0,0.0,0.0,0.0,0.0,indeed there were only one or two strangers who could be admitted among the sisters without producing the same result
f5tts,3575-170457-0040,3575,0.0,0.0,0.0,0.0,0.0,"Indeed, there were only one or two strangers who could be admitted among the sisters without producing the same result."
xtts,3575-170457-0040,3575,0.0,0.0,0.0,0.0,0.0,"Indeed, there were only one or two strangers who could be admitted among the sisters,  without producing the same result."
chatterbox,3575-170457-0040,3575,0.0,0.0,0.0,0.0,0.0,"Indeed, there were only one or two strangers who could be admitted among the sisters without producing the same result."
indextts,3575-170457-0040,3575,0.0,0.0,0.0,0.0,0.0,"Indeed, there were only one or two strangers who could be admitted among the sisters without  producing the same result."
cosyvoice3,3575-170457-0040,3575,0.0,0.0,0.0,0.0,0.0,"Indeed, there were only one or two strangers who could be admitted among the sisters, without producing the same result."
real,3575-170457-0051,3575,0.0,0.0,0.0,0.0,0.0,"At tea time they were sad and silent, and the meal went away untouched by any of the three."
f5tts,3575-170457-0051,3575,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0112359550561797,"At tea-time they were sad and silent, and the meal went away untouched by any of the three."
xtts,3575-170457-0051,3575,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0112359550561797,"At tea-time they were sad and silent, and the meal went away untouched by any of the three."
chatterbox,3575-170457-0051,3575,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0112359550561797,"At tea-time they were sad and silent, and the meal went away untouched by any of the three."
indextts,3575-170457-0051,3575,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0112359550561797,"At tea-time they were sad and silent, and the meal went away untouched by any of the three."
cosyvoice3,3575-170457-0051,3575,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0112359550561797,"At tea-time they were sad and silent, and the meal went away untouched by any of the three."
real,3575-170457-0032,3575,0.2,0.1,0.1,0.0,0.0392156862745098,"Come, come, I'm getting really tired of your absence."
f5tts,3575-170457-0032,3575,0.0,0.0,0.0,0.0,0.0,"Come, come, I am getting really tired of your absence."
xtts,3575-170457-0032,3575,0.0,0.0,0.0,0.0,0.0,"Come, come. I am getting really tired of your absence."
chatterbox,3575-170457-0032,3575,0.0,0.0,0.0,0.0,0.0,"Come, come, I am getting really tired of your absence."
indextts,3575-170457-0032,3575,0.0,0.0,0.0,0.0,0.0,"Come, come. I am getting really tired of your absence."
cosyvoice3,3575-170457-0032,3575,0.0,0.0,0.0,0.0,0.0,"Come, come. I am getting really tired of your absence."
real,3575-170457-0052,3575,0.0,0.0,0.0,0.0,0.0,She had another weight on her mind this Christmas.
f5tts,3575-170457-0052,3575,0.0,0.0,0.0,0.0,0.0,She had another weight on her mind this Christmas.
xtts,3575-170457-0052,3575,0.0,0.0,0.0,0.0,0.0,She had another weight on her mind this Christmas.
chatterbox,3575-170457-0052,3575,0.0,0.0,0.0,0.0,0.0,She had another weight on her mind this Christmas.
indextts,3575-170457-0052,3575,0.0,0.0,0.0,0.0,0.0,She had another weight on her mind this Christmas.
cosyvoice3,3575-170457-0052,3575,0.0,0.0,0.0,0.0,0.0,She had another weight on her mind this Christmas.
real,3575-170457-0022,3575,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0116279069767441,"In the evenings I confess, I do think, but I never trouble anyone else with my thoughts."
f5tts,3575-170457-0022,3575,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0116279069767441,"In the evenings I confess I do think, but I never trouble anyone else with my thoughts."
xtts,3575-170457-0022,3575,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0116279069767441,"In the evenings I confess I do think, but I never trouble anyone else with my thoughts."
chatterbox,3575-170457-0022,3575,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0116279069767441,"In the evenings, I confess I do think, but I never trouble anyone else with my thoughts."
indextts,3575-170457-0022,3575,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0116279069767441,"In the evenings I confess I do think, but I never trouble anyone else with my thoughts."
cosyvoice3,3575-170457-0022,3575,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0116279069767441,"In the evenings, I confess I do think, but I never trouble anyone else with my thoughts."
real,3575-170457-0010,3575,0.0,0.0,0.0,0.0,0.0,I am not depreciating it when I say that in these times it is not rare.
f5tts,3575-170457-0010,3575,0.0,0.0,0.0,0.0,0.0,I am not depreciating it when I say that in these times it is not rare.
xtts,3575-170457-0010,3575,0.0,0.0,0.0,0.0,0.0,I am not depreciating it when I say that in these times it is not rare.
chatterbox,3575-170457-0010,3575,0.0,0.0,0.0,0.0,0.0,I am not depreciating it when I say that in these times it is not rare.
indextts,3575-170457-0010,3575,0.0,0.0,0.0,0.0,0.0,I am not depreciating it when I say that in these times it is not rare.
cosyvoice3,3575-170457-0010,3575,0.0,0.0,0.0,0.0,0.0,I am not depreciating it when I say that in these times it is not rare.
real,3575-170457-0003,3575,0.0384615384615384,0.0384615384615384,0.0,0.0,0.015267175572519,"Surely it must be because we are in danger of loving each other too well,  of losing sight of the Creator and idolatry of the creature."
f5tts,3575-170457-0003,3575,0.0384615384615384,0.0384615384615384,0.0,0.0,0.015267175572519,"Surely it must be, because we are in danger of loving each other too well of losing sight of the Creator and idolatry of the creature."
